modelo,mAP50,mAP50_95,precision,recall,inferencia_ms,hardware_entrenamiento,hardware_eval,epochs_completados,observaciones
YOLO11m,0.4383,0.2226,0.4353,0.4941,36.0,Colab T4,RTX 3050 6GB,100,Metricas obtenidas evaluando best.pt en test set (43 imagenes). Curvas de entrenamiento epoch-por-epoch perdidas por expiracion de sesion Colab.
